id,name,dob,height(m),weight(kg),sport,country,num_followers,num_articles,personal_best,event,coach_id
a_000076,Alicia Griffith,1999-10-14,1.88,96,gymnastics,China,5854,59,36.0,rings,c_000773
a_000155,Ruth Price,2009-05-04,1.83,73,rowing,Australia,7165,23,51.25,sweeping,c_001495
a_000237,Kevin Edwards,1993-12-26,1.78,76,archery,GerMANY,9617,97,22.0,compound,c_000626
a_000385,Richard Taylor,2007-10-22,1.92,100,decathlon,Canada,9432,38,17.0,shot put,c_001644
a_000199,Tabitha Ayala,1995-01-10,1.81,60,shooting,Italy,9358,93,61.0,rifle,c_001798
a_000068,Christopher Rodriguez,1991-11-29,1.99,71,gymnastics,India,1328,99,12.0,bars,c_000587
a_000011,Mark Freeman MD,2002-10-18,1.64,90,swimming,Canada,3206,35,32.53,freestyle,c_001326
a_000182,Julie Holt,2004-09-19,1.88,78,shooting,UK,9200,54,46.0,shotgun,c_001237
a_000184,Valerie Pope,2008-10-11,1.64,82,shooting,UsA,6545,84,94.0,pistol,c_001022
a_000304,Steven James,1989-04-14,1.94,91,wrestling,Italy,7474,96,14.0,freestyle,c_001191
a_000261,Gregory Cherry,1992-01-08,1.6,76,boxing,France,226,59,15.0,lightweight,c_001480
a_000340,Patricia Travis,1990-12-14,1.71,82,surfing,Australia,2976,64,25.0,longboard,c_000364
a_000395,Thomas Gibson,1993-02-16,1.56,99,decathlon,France,5174,26,47.0,shot put,c_001142
a_000403,Katherine Parsons,1993-12-12,1.94,95,decathlon,India,9411,57,81.0,100m,c_001296
a_000098,Mr. Craig Faulkner DVM,2006-02-02,1.63,87,cycling,Canada,1820,80,24.01,track,c_000997
a_000219,Leslie Keith,1988-10-13,1.59,91,fencing,USA,905,61,55.0,foil,c_000300
a_000154,Alan Price,1999-07-13,1.79,63,rowing,USA,5274,45,88.05,sculling,c_001008
a_000043,Dawn Peterson,2001-12-03,1.71,85,swimming,Italy,1427,51,66.74,butterfly,c_000807
a_000121,Zachary Reese,2000-05-06,1.59,78,cycling,Germany,4643,89,95.25,mountain,c_001943
a_000029,David Wilkins,2001-11-29,1.75,86,swimming,Russia,1602,52,32.14,backstroke,c_001788
a_000146,Christopher Jones,1992-06-17,1.81,98,rowing,China,1127,1,48.5,sculling,c_000464
a_000273,Anthony Rowland,2004-08-21,1.98,75,boxing,India,5628,8,10.0,heavyweight,c_000686
a_000106,Cassandra Hughes,1989-01-01,1.68,62,cycling,Russia,5306,10,60.83,BMX,c_001272
a_000205,Terry Anderson,2003-11-17,1.93,95,shooting,France,3919,48,71.0,shotgun,c_001337
a_000099,Kimberly Moran MD,2008-07-04,1.85,60,cycling,GERmAny,8841,48,75.89,BMX,c_001623
a_000353,Elizabeth Sanchez,2005-05-28,1.82,100,surfing,Japan,3164,62,35.0,longboard,c_000339
a_000090,Melissa Gilbert,2000-05-21,2.0,84,cycling,Italy,513,95,21.1,track,c_000419
a_000113,Sarah Perez,1994-04-29,1.62,55,cycling,India,1533,51,80.84,road,c_000669
a_000077,Dennis Anderson,2007-12-24,1.95,55,gymnastics,UK,4726,60,17.0,bars,c_000578
a_000414,Kristen Flores,2004-05-06,1.66,58,decathlon,India,5274,55,42.0,discus,c_000332
a_000183,Paula Moore,2004-05-20,1.54,54,shooting,FRANce,9664,40,27.0,rifle,c_000376
a_000323,Kathryn Williams,1992-02-07,1.7,64,karate,Japan,584,25,29.0,kata,c_001155
a_000234,Bradley Bailey,2003-02-07,1.51,82,weightlifting,Canada,8683,71,241.0,snatch,c_000396
a_000288,George Williamson,2007-04-14,1.83,61,boxing,China,6901,82,56.0,light heavyweight,c_000777
a_000274,Justin Huang,2007-06-06,1.82,57,boxing,USA,9037,75,86.0,light heavyweight,c_000508
a_000330,Peggy Dyer,2001-12-08,1.88,75,karate,Russia,2658,4,89.0,kata,c_001231
a_000007,Terrance Ochoa,1993-01-03,1.67,89,swimming,Russia,6754,45,86.94,backstroke,c_001303
a_000117,Abigail Rivera,1996-02-24,1.74,57,cycling,RUsSiA,7965,10,67.73,mountain,c_001665
a_000228,Scott Smith,1991-01-18,1.96,77,weightlifting,USA,8267,34,211.0,snatch,c_001881
a_000314,Anna Davis,1989-10-25,1.73,56,wrestling,Australia,9861,34,91.0,freestyle,c_000485
a_000343,Bobby Mills,2006-01-21,1.81,98,surfing,UK,5152,75,90.0,longboard,c_000105
a_000380,Katrina Smith,2001-12-08,1.68,64,sport climbing,China,6642,50,78.76,lead,c_000539
a_000292,John Duke,2006-11-27,1.64,70,wrestling,Australia,9198,51,46.0,freestyle,c_001498
a_000368,John Nunez,1989-08-09,1.74,89,sport climbing,Italy,9396,7,75.47,speed,c_001119
a_000073,Breanna Cole,2006-05-19,1.83,89,gymnastics,Japan,1107,1,89.0,bars,c_001415
a_000225,Carol Landry,1993-12-17,1.56,85,weightlifting,France,8398,58,53.0,clean and jerk,c_001931
a_000223,Lisa Nelson,1998-10-14,1.6,95,weightlifting,Canada,2541,69,269.0,clean and jerk,c_000215
a_000190,Kimberly Johnson,1992-07-12,1.71,61,shooting,IndiA,4676,16,11.0,shotgun,c_000391
a_000001,Amy Rowe,1990-10-02,1.63,88,swimming,Australia,8218,1,38.57,freestyle,c_000980
a_000101,Kathryn Stanley,1998-03-04,1.62,75,cycling,Italy,9210,77,27.5,BMX,c_001430
a_000365,Kathy Spencer,2001-12-28,1.89,85,sport climbing,Germany,4738,37,97.13,speed,c_000648
